facility_id,facility_name,street_address,city,state_code,zip_code,county,facility_type,provider_type,ownership_type,ownership_group,fiscal_year,source_fy_end_date,total_revenue,medicare_revenue,medicaid_revenue,other_revenue,medicare_method,total_days,medicare_days,medicaid_days,chain_name,chain_confidence,federal_medicaid_share,federal_medicaid_revenue,state_medicaid_revenue,medicare_dependency,medicaid_dependency,public_dependency
010001,SOUTHEAST HEALTH MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,435666482.0,95539479.13,24852668.0,315274334.87,anchor_plus_days_share,80964.0,17755.0,9748.0,Unmapped / Independent,low,0.7263,18050492.77,6802175.23,0.21929499531708294,0.05704516878578692,0.2763401641028699
010005,MARSHALL MEDICAL CENTERS SOUTH,2505 U.S. HIGHWAY 431,BOAZ,AL,35957-,MARSHALL,STH,1,Tribal,government,2023,2023-09-30,199663299.0,53153651.62,27761546.0,118748101.38,anchor_plus_days_share,24728.0,6583.0,4135.0,Unmapped / Independent,low,0.7263,20163210.86,7598335.14,0.26621643479906637,0.13904180757826706,0.4052582423773335
010007,MIZELL MEMORIAL HOSPITAL,702 MAIN STREET,OPP,AL,36462-,COVINGTON,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,20060743.0,5564372.09,1608900.0,12887470.91,anchor_plus_days_share,3735.0,1036.0,625.0,Unmapped / Independent,low,0.7263,1168544.07,440355.93,0.2773761714608477,0.08020141626857988,0.35757758772942755
010008,CRENSHAW COMMUNITY HOSPITAL,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,10690770.0,3684903.7,814237.0,6191629.3,anchor_plus_days_share,1410.0,486.0,294.0,Unmapped / Independent,low,0.7263,591380.33,222856.67,0.34468085086481143,0.07616261504082493,0.42084346590563637
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,STH,1,Government City,government,2023,2023-12-31,158264421.0,35327814.0,7609615.0,115326992.0,anchor_plus_days_share,25209.0,5467.0,1651.0,Unmapped / Independent,low,0.7263,5526863.37,2082751.63,0.22322018920474868,0.048081653172067015,0.2713018423768157
010018,CALLAHAN EYE FOUNDATION HOSP,1720 UNIVERSITY BOULEVARD,BIRMINGHAM,AL,35233-,JEFFERSON,STH,1,Partnership,for_profit,2023,2023-09-30,97198126.0,17065319.83,3680297.0,76452509.17,anchor_plus_days_share,262.0,46.0,12.0,Unmapped / Independent,low,0.7263,2672999.71,1007297.29,0.17557251906276464,0.037863867869222086,0.21343638693198672
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660-,COLBERT,STH,1,Tribal,government,2023,2023-09-30,93652837.0,30449844.64,8799939.0,54403053.36,anchor_plus_days_share,21062.0,6848.0,4318.0,Unmapped / Independent,low,0.7263,6391395.7,2408543.3,0.3251353148009814,0.09396340016907336,0.4190987149700548
010021,DALE MEDICAL CENTER,126 HOSPITAL,OZARK,AL,36360-,DALE,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,33795241.0,4759587.0,3055005.0,25980649.0,anchor_plus_days_share,6220.0,876.0,1675.0,Unmapped / Independent,low,0.7263,2218850.13,836154.87,0.14083601297590984,0.0903974911733874,0.23123350414929725
010022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DRIVE,CENTRE,AL,35960-,CHEROKEE,STH,1,Government State,government,2023,2023-12-31,15463745.0,2008728.35,2670935.0,10784081.65,anchor_plus_days_share,4465.0,580.0,1947.0,Unmapped / Independent,low,0.7263,1939900.09,731034.91,0.12989921587558512,0.1727223903394682,0.3026216062150533
010024,JACKSON HOSPITAL AND CLINIC  INC,1725 PINE STREET,MONTGOMERY,AL,36106-1109,MONTGOMERY,STH,1,Government State,government,2023,2023-12-31,292053148.0,61317534.96,13811084.0,216924529.04,anchor_plus_days_share,59156.0,12420.0,8840.0,Unmapped / Independent,low,0.7263,10030990.31,3780093.69,0.20995334369756563,0.047289625517065136,0.2572429692146308
010029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PKWY,OPELIKA,AL,36802-,LEE,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,419127092.0,91906101.6,28445363.0,298775627.4,anchor_plus_days_share,64648.0,14176.0,13914.0,Unmapped / Independent,low,0.7263,20659867.15,7785495.85,0.2192797921065909,0.06786810860701889,0.2871479007136098
010033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,STH,1,Partnership,for_profit,2023,2023-09-30,2534353450.0,373656838.87,201818578.0,1958878033.13,anchor_plus_days_share,262811.0,38748.0,84184.0,Unmapped / Independent,low,0.7263,146580833.2,55237744.8,0.14743675112482832,0.07963316166496034,0.22706991278978866
010034,COMMUNITY HOSPITAL INC.,805 FRIENDSHIP DRIVE,TALLASSEE,AL,36078,ELMORE,STH,1,Government State,government,2023,2023-09-30,16272299.0,4044310.11,913858.0,11314130.89,anchor_plus_days_share,1883.0,468.0,336.0,Unmapped / Independent,low,0.7263,663735.07,250122.93,0.2485395646921188,0.056160349560931744,0.3046999142530505
010040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,STH,1,Government City,government,2023,2023-09-30,165166279.0,33099703.14,10365535.0,121701040.86,anchor_plus_days_share,33308.0,6675.0,6502.0,Unmapped / Independent,low,0.7263,7528488.07,2837046.93,0.2004023057273089,0.0627581795918524,0.2631604853191613
010044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY ST SOUTH,HAMILTON,AL,35570-,MARION,STH,1,Government State,government,2023,2023-09-30,18553479.0,8392526.85,1567457.0,8593495.15,anchor_plus_days_share,619.0,280.0,51.0,Unmapped / Independent,low,0.7263,1138444.02,429012.98,0.4523424878967443,0.08448318506733966,0.536825672964084
010045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555-,FAYETTE,STH,1,Tribal,government,2023,2023-09-30,23027736.0,8908344.64,1396725.0,12722666.36,anchor_plus_days_share,1719.0,665.0,192.0,Unmapped / Independent,low,0.7263,1014441.37,382283.63,0.386852821310788,0.0606540304266125,0.4475068517374005
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH 3RD STREET,GADSDEN,AL,35901,ETOWAH,STH,1,Government City,government,2023,2023-12-31,117484433.0,28701099.81,10118675.0,78664658.19,anchor_plus_days_share,28494.0,6961.0,2905.0,Unmapped / Independent,low,0.7263,7349193.65,2769481.35,0.24429704495403232,0.08612779362862483,0.3304248385826572
010049,MEDICAL CENTER ENTERPRISE,400 NORTH EDWARDS STREET,ENTERPRISE,AL,36330-,COFFEE,STH,1,Government City,government,2023,2023-12-31,61806771.0,14900895.72,5750075.0,41155800.28,anchor_plus_days_share,8416.0,2029.0,1828.0,Unmapped / Independent,low,0.7263,4176279.47,1573795.53,0.24108840308127408,0.09303309179507209,0.3341214948763461
010051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,10012454.0,367869.72,1765173.0,7879411.28,anchor_plus_days_share,1878.0,69.0,1226.0,Unmapped / Independent,low,0.7263,1282045.15,483127.85,0.036741214491472315,0.17629773879610333,0.21303895328757563
010052,LAKE MARTIN COMMUNITY HOSPITAL,1231 SOUTH STREET,DADEVILLE,AL,36853,TALLAPOOSA,STH,1,Nonprofit Corporation,not_for_profit,2023,2023-12-31,8377611.0,1735720.6,658175.0,5983715.4,anchor_plus_days_share,1670.0,346.0,309.0,Unmapped / Independent,low,0.7263,478032.5,180142.5,0.20718562845660893,0.07856356663015268,0.2857491950867616
010055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36302-,HOUSTON,STH,1,Government City,government,2023,2023-09-30,235388415.0,60230957.43,12027530.0,163129927.57,anchor_plus_days_share,45033.0,11523.0,4864.0,Unmapped / Independent,low,0.7263,8735595.04,3291934.96,0.2558790220410805,0.0510965248650831,0.30697554690616363
010058,BIBB MEDICAL CENTER,208 PIERSON AVENUE,CENTREVILLE,AL,35042,BIBB,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,21891855.0,7247401.22,579112.0,14065341.78,anchor_plus_days_share,1024.0,339.0,181.0,Unmapped / Independent,low,0.7263,420609.05,158502.95,0.33105468769092433,0.026453308776254913,0.35750799646717923
010059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650-,LAWRENCE,STH,1,Government City,government,2023,2023-09-30,12390017.0,3836385.06,656098.0,7897533.94,anchor_plus_days_share,1069.0,331.0,97.0,Unmapped / Independent,low,0.7263,476523.98,179574.02,0.3096351732205049,0.05295376108039238,0.3625889343008973
010061,HIGHLANDS MEDICAL CENTER,380 WOOD COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,STH,1,Tribal,government,2023,2023-10-31,53239845.0,17900414.81,2928303.0,32411127.19,anchor_plus_days_share,5654.0,1901.0,869.0,Unmapped / Independent,low,0.7263,2126826.47,801476.53,0.3362221435843774,0.05500209476567785,0.39122423835005526
010062,WIREGRASS MEDICAL CENTER,1200 WEST MAPLE STREET,GENEVA,AL,36340,GENEVA,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,22384163.0,4499105.4,1197046.0,16688011.6,anchor_plus_days_share,2010.0,404.0,727.0,Unmapped / Independent,low,0.7263,869414.51,327631.49,0.2009950249200741,0.05347736254422379,0.2544723874642979
010065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,STH,1,Government State,government,2023,2023-12-31,78758724.0,18301454.37,798068.0,59659201.63,anchor_plus_days_share,3404.0,791.0,706.0,Unmapped / Independent,low,0.7263,579636.79,218431.21,0.23237367799407213,0.01013307427377823,0.24250675226785037
010069,MEDICAL CENTER BARBOUR,820 WEST WASHINGTON STREET,EUFAULA,AL,36027,BARBOUR,STH,1,For-profit Corporation,for_profit,2023,2023-12-31,14264546.0,3243541.92,1372941.0,9648063.08,anchor_plus_days_share,2432.0,553.0,250.0,Unmapped / Independent,low,0.7263,997167.05,375773.95,0.2273848687508176,0.09624848908615809,0.32363335783697567
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9,ASHLAND,AL,36251,CLAY,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,17618677.0,4674453.55,1438068.0,11506155.45,anchor_plus_days_share,3249.0,862.0,1260.0,Unmapped / Independent,low,0.7263,1044468.79,393599.21,0.2653124039903791,0.081621792601113,0.34693419659149205
010078,NORTHEAST ALABAMA REGIONAL MED CTR,400 EAST TENTH STREET,ANNISTON,AL,36202-,CALHOUN,STH,1,Tribal,government,2023,2023-09-30,212168140.0,45819866.49,17030897.0,149317376.51,anchor_plus_days_share,53621.0,11580.0,9893.0,Unmapped / Independent,low,0.7263,12369540.49,4661356.51,0.21596016484850178,0.08027075601454582,0.2962309208630476
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTE,1613 NORTH MCKENZIE,FOLEY,AL,36535-,BALDWIN,STH,1,Government City,government,2023,2023-09-30,180353012.0,46400483.88,5826125.0,128126403.12,anchor_plus_days_share,15462.0,3978.0,2312.0,Unmapped / Independent,low,0.7263,4231514.59,1594610.41,0.2572759022178127,0.032304007210037615,0.28957990942785033
010086,NORTHWEST MEDICAL CENTER,HIGHWAY 78 WEST,WINFIELD,AL,35594,MARION,STH,1,Government State,government,2023,2023-12-31,23666364.0,8998058.77,1018827.0,13649478.23,anchor_plus_days_share,2738.0,1041.0,389.0,Unmapped / Independent,low,0.7263,739974.05,278852.95,0.38020452867200044,0.043049578718556004,0.42325410739055647
010087,USA HEALTH UNIVERSITY HOSPITAL,2451 UNIVERSITY HOSPITAL DRIVE,MOBILE,AL,36617,MOBILE,STH,1,Partnership,for_profit,2023,2023-09-30,375249874.0,44364790.03,74280757.0,256604326.97,anchor_plus_days_share,74509.0,8809.0,17962.0,Unmapped / Independent,low,0.7263,53950113.81,20330643.19,0.11822732825221416,0.19795011843228494,0.3161774466844991
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,STH,1,Government City,government,2023,2023-12-31,118146783.0,22476964.11,7370563.0,88299255.89,anchor_plus_days_share,17798.0,3386.0,3096.0,Unmapped / Independent,low,0.7263,5353239.91,2017323.09,0.19024609506295231,0.062384796376554745,0.25263089143950707
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BLVD,MOBILE,AL,36608,MOBILE,STH,1,Government Federal,government,2023,2023-09-30,60518679.0,12396282.15,2677048.0,45445348.85,anchor_plus_days_share,12288.0,2517.0,1295.0,Providence,keyword,0.7263,1944339.96,732708.04,0.20483398439678435,0.04423506996905864,0.24906905436584298
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BLVD EAST,TUSCALOOSA,AL,35401-,TUSCALOOSA,STH,1,Individual,for_profit,2023,2023-09-30,532570934.0,130471367.49,70319410.0,331780156.51,anchor_plus_days_share,89165.0,21844.0,20153.0,Unmapped / Independent,low,0.7263,51072987.48,19246422.52,0.24498401839181105,0.13203764139332472,0.3770216597851358
010095,HALE COUNTY HOSPITAL,508 GREENE STREET,GREENSBORO,AL,36744,HALE,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,9506810.0,2488110.43,2204165.0,4814534.57,anchor_plus_days_share,1024.0,268.0,282.0,Unmapped / Independent,low,0.7263,1600885.04,603279.96,0.2617187500328712,0.23185116774186085,0.49356991777473197
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,STH,1,Nonprofit Corporation,not_for_profit,2023,2023-12-31,13143685.0,2064586.59,1145221.0,9933877.41,anchor_plus_days_share,3094.0,486.0,537.0,Unmapped / Independent,low,0.7263,831774.01,313446.99,0.1570782158884666,0.08713089213565298,0.24420910802411955
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36427,ESCAMBIA,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,31640053.0,9484708.73,2477269.0,19678075.27,anchor_plus_days_share,2165.0,649.0,474.0,Unmapped / Independent,low,0.7263,1799240.47,678028.53,0.29976905316814734,0.0782953492524175,0.3780644024205649
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,STH,1,Government City,government,2023,2023-12-31,32935663.0,4342182.11,2344936.0,26248544.89,anchor_plus_days_share,7001.0,923.0,832.0,Unmapped / Independent,low,0.7263,1703127.02,641808.98,0.1318383088265143,0.07119747369287814,0.20303578251939244
010102,JOHN PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726-1610,WILCOX,STH,1,Individual,for_profit,2023,2023-09-30,2894933.0,1061960.35,508728.0,1324244.65,anchor_plus_days_share,199.0,73.0,18.0,Unmapped / Independent,low,0.7263,369489.15,139238.85,0.3668341719825641,0.1757304918628514,0.5425646638454155
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVE SW,BIRMINGHAM,AL,35211,JEFFERSON,STH,1,Government City,government,2023,2023-12-31,211665582.0,47590822.0,11734898.0,152339862.0,anchor_plus_days_share,37742.0,6628.0,5214.0,Unmapped / Independent,low,0.7263,8523056.42,3211841.58,0.22483968130444562,0.05544074709321424,0.2802804283976599
010110,BULLOCK COUNTY HOSPITAL,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,AL,36089,BULLOCK,STH,1,Government City,government,2023,2023-12-31,23610710.0,9886404.0,3837902.0,9886404.0,residual_50pct,0.0,0.0,0.0,Unmapped / Independent,low,0.7263,2787468.22,1050433.78,0.4187254004644502,0.16254919907109952,0.5812745995355497
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,STH,1,Individual,for_profit,2023,2023-09-30,39634754.0,10570145.29,3730456.0,25334152.71,anchor_plus_days_share,6022.0,1606.0,762.0,Unmapped / Independent,low,0.7263,2709430.19,1021025.81,0.26668880775694986,0.09412083142991123,0.3608096391868611
010114,UAB MEDICAL WEST,995 NINTH AVENUE  SOUTHWEST,BESSEMER,AL,35023,JEFFERSON,STH,1,Partnership,for_profit,2023,2023-09-30,145241555.0,25737048.37,3544337.0,115960169.63,anchor_plus_days_share,18747.0,3322.0,3726.0,Unmapped / Independent,low,0.7263,2574251.96,970085.04,0.17720168563328864,0.024403050490612,0.20160473612390065
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36461,MONROE,STH,1,For-profit Corporation,for_profit,2023,2023-09-30,22336410.0,5706484.21,2113313.0,14516612.79,anchor_plus_days_share,1597.0,408.0,254.0,Unmapped / Independent,low,0.7263,1534899.23,578413.77,0.25547902326291466,0.09461292123488063,0.3500919444977953
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195,HALEYVILLE,AL,35565,WINSTON,STH,1,Government State,government,2023,2023-12-31,17225087.0,8315136.34,1098750.0,7811200.66,anchor_plus_days_share,2809.0,1356.0,244.0,Unmapped / Independent,low,0.7263,798022.12,300727.88,0.4827340692096359,0.06378777651456854,0.5465218457242045
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,STH,1,Government City,government,2023,2023-12-31,14123216.0,2985081.7,1239427.0,9898707.3,anchor_plus_days_share,1831.0,387.0,667.0,Unmapped / Independent,low,0.7263,900195.83,339231.17,0.21135991264312606,0.08775812817703843,0.29911804082016447
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,STH,1,Individual,for_profit,2023,2023-12-31,4113653.0,166737.53,3211887.0,735028.47,anchor_plus_days_share,3454.0,140.0,2117.0,Unmapped / Independent,low,0.7263,2332793.53,879093.47,0.04053271629862801,0.7807870522866173,0.8213197685852452
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,STH,1,Government City,government,2023,2023-12-31,317359585.0,49580903.1,18438486.0,249340195.9,anchor_plus_days_share,37957.0,5930.0,7826.0,Unmapped / Independent,low,0.7263,13391872.38,5046613.62,0.15622941749183344,0.05809966634535396,0.21432908383718738
010144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,STH,1,Government City,government,2023,2023-12-31,226195419.0,46050244.06,7517496.0,172627678.94,anchor_plus_days_share,42832.0,8720.0,3631.0,Unmapped / Independent,low,0.7263,5459957.34,2057538.66,0.20358610383705428,0.03323451921897676,0.23682062305603105
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401-,CONECUH,STH,1,Government City,government,2023,2023-12-31,11919247.0,4376805.9,480313.0,7062128.1,anchor_plus_days_share,3592.0,1319.0,476.0,Unmapped / Independent,low,0.7263,348851.33,131461.67,0.3672048997726115,0.04029726038901619,0.4075021601616277
010150,REGIONAL MEDICAL CTR OF CENTRAL AL,29 LV STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,STH,1,Religious Affiliation,not_for_profit,2023,2023-09-30,19186024.0,3906934.87,1304841.0,13974248.13,anchor_plus_days_share,1871.0,381.0,338.0,Unmapped / Independent,low,0.7263,947706.02,357134.98,0.20363442003408314,0.06800997434382444,0.2716443943779076
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,,STH,1,Government State,government,2023,2023-12-31,48590057.0,20335285.25,1652041.0,26602730.75,anchor_plus_days_share,3577.0,1497.0,456.0,Unmapped / Independent,low,0.7263,1199877.38,452163.62,0.4185071289379224,0.03399956908879526,0.45250669802671767
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,STH,1,Nonprofit Corporation,not_for_profit,2023,2023-12-31,79983752.0,16801911.3,553459.0,62628381.7,anchor_plus_days_share,4808.0,1010.0,100.0,Unmapped / Independent,low,0.7263,401977.27,151481.73,0.21006655576747638,0.00691964287946882,0.2169861986469452
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,STH,1,Government State,government,2023,2023-09-30,17797192.0,3404901.71,1448217.0,12944073.29,anchor_plus_days_share,2096.0,401.0,283.0,Unmapped / Independent,low,0.7263,1051840.01,396376.99,0.19131679368295854,0.08137334249133234,0.2726901361742909
010174,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,THOMASVILLE,AL,36784,CLARKE,STH,1,Nonprofit Corporation,not_for_profit,2023,2023-12-31,6325969.0,3423849.2,764909.0,2137210.8,anchor_plus_days_share,582.0,315.0,95.0,Unmapped / Independent,low,0.7263,555553.41,209355.59,0.5412371132390943,0.12091570477186973,0.662152818010964
011300,WASHINGTON COUNTY HOSPITAL,ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,CAH,1,For-profit Corporation,for_profit,2023,2023-09-30,18607819.0,4471431.13,577015.0,13559372.87,days_share,670.0,161.0,270.0,Unmapped / Independent,low,0.7263,419085.99,157929.01,0.24029850731028712,0.031009276261769313,0.2713077835720564
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582-,,CAH,1,Tribal,government,2023,2023-09-30,8211616.0,4221356.07,392644.0,3597615.93,days_share,533.0,274.0,43.0,Unmapped / Independent,low,0.7263,285177.34,107466.66,0.5140712948584055,0.047815679642106985,0.5618869745005125
011304,OCHSNER CHOCTAW GENERAL,401 VANITY FAIR LANE,BUTLER,AL,36904,BUTLER,CAH,1,Government State,government,2023,2023-12-31,18675948.0,5451984.82,100674.0,13123289.18,days_share,161.0,47.0,11.0,Unmapped / Independent,low,0.7263,73119.53,27554.47,0.2919254658451609,0.005390569731721249,0.29731603557688213
013025,ENCOMPASS HEALTH LAKESHORE REHABILIT,ENCOMPASS HEALTH LAKESHORE REHABILIT,BIRMINGHAM,AL,35209,JEFFERSON,RH,5,Government City,government,2023,2023-12-31,49217582.0,18899119.1,0.0,30318462.9,days_share,32782.0,12588.0,4437.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.3839912147654877,0.0,0.3839912147654877
013028,ENCOMPASS HEALTH REHABILITATION HOSP,4465 NARROW LANE ROAD,MONTGOMERY,AL,36116,MONTGOMERY,RH,5,Government City,government,2023,2023-12-31,34072869.0,15846534.57,0.0,18226334.43,days_share,24168.0,11240.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.4650777887239258,0.0,0.4650777887239258
013032,ENCOMPASS HEALTH REHABILITATION HOSP,801 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,RH,5,Government City,government,2023,2023-12-31,24271231.0,13113188.71,0.0,11158042.29,days_share,16821.0,9088.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.5402770345682096,0.0,0.5402770345682096
013300,THE CHILDRENS HOSPITAL OF ALABAMA,1600 7TH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,CH,7,Government State,government,2023,2023-12-31,860206699.0,6707643.28,0.0,853499055.72,days_share,57581.0,449.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.007797711047586251,0.0,0.007797711047586251
013301,USA CHILDRENS AND WOMENS HOSPITAL,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,CH,7,Partnership,for_profit,2023,2023-09-30,273503514.0,1071284.2,0.0,272432229.8,days_share,23488.0,92.0,15615.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.003916893733219091,0.0,0.003916893733219091
014012,MARY S HARPER GERIATRIC PSYCH CEN,201 UNIVERSITY BOULEVARD,TUSCALOOSA,AL,35402-,TUSCALOOSA,PH,4,Partnership,for_profit,2023,2023-09-30,26754082.0,147888.03,0.0,26606193.97,days_share,23518.0,130.0,12539.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.005527680972197065,0.0,0.005527680972197065
014016,THE SANCTUARY AT THE WOODLANDS,1910 CHEROKEE AVE SW,CULLMAN,AL,35055,CULLMAN,PH,4,Nonprofit Church,not_for_profit,2023,2023-12-31,3570856.0,1646607.69,0.0,1924248.31,days_share,5569.0,2568.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.4611240806126038,0.0,0.4611240806126038
014017,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,BALDWIN,PH,4,For-profit Corporation,for_profit,2023,2023-09-30,80724893.0,4886759.19,0.0,75838133.81,days_share,22912.0,1387.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.06053596367108223,0.0,0.06053596367108223
014018,BEHAVIORAL HEALTH CENTERS,5315 MILLENNIUM DRIVE NORTWEST,HUBTSVILLE,AL,35806,MADISON,PH,4,Nonprofit Church,not_for_profit,2023,2023-12-31,5151658.0,3379783.84,0.0,1771874.16,days_share,5844.0,3834.0,0.0,Unmapped / Independent,low,0.7263,0.0,0.0,0.656057494499829,0.0,0.656057494499829
020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99519-6604,,STH,1,Government Federal,government,2023,2023-12-31,804631256.0,379949044.3,145803501.0,278878710.7,anchor_plus_days_share,83911.0,39623.0,21329.0,Providence,keyword,0.5242,76430195.22,69373305.78,0.4722026909429429,0.18120536570356646,0.6534080566465094
020006,MAT-SU REGIONAL MED CTR,2500 S. WOODWORTH LOOP,PALMER,AK,99645-,MATANUSKA-SUSITNA MUNICIPALITY,STH,1,Government City,government,2023,2023-12-31,335158011.0,140328163.01,47733023.0,147096824.99,anchor_plus_days_share,23282.0,9748.0,7840.0,Unmapped / Independent,low,0.5242,25021650.66,22711372.34,0.41869255218249873,0.142419460175159,0.5611120123576577
020012,FAIRBANKS MEMORIAL,1650 COWLES ST,FAIRBANKS,AK,99701,NORTH STAR BOROUGH,STH,1,Government State,government,2023,2023-12-31,318311036.0,110111529.6,56869719.0,151329787.4,anchor_plus_days_share,15249.0,5275.0,4158.0,Unmapped / Independent,low,0.5242,29811106.7,27058612.3,0.34592432290032193,0.17866084605373217,0.524585168954054
020017,ALASKA REGIONAL HOSPITAL,2801 DEBAR ROAD,ANCHORAGE,AK,99508,MUNICIPALITY OF ANCHORAGE,STH,1,Government City,government,2023,2023-12-31,365084740.0,170651614.58,56882929.0,137550196.42,anchor_plus_days_share,36936.0,17265.0,7141.0,Unmapped / Independent,low,0.5242,29818031.38,27064897.62,0.4674301494496867,0.1558074681510928,0.6232376176007796
021301,PROVIDENCE VALDEZ MEDICAL CENTER,911 MEALS AVENUE,VALDEZ,AK,99686-,VALDEZ-CORDOVA BOROUGH,CAH,1,Religious Affiliation,not_for_profit,2023,2023-12-31,20895315.0,6250735.26,7651090.0,6993489.74,days_share,234.0,70.0,7.0,Providence,keyword,0.5242,4010701.38,3640388.62,0.2991452993170957,0.36616294131004967,0.6653082406271453
021302,PROVIDENCE SEWARD MEDICAL & CARE CEN,417 1ST AVENUE,SEWARD,AK,99664-0365,KENAI PENINSULA BOROUGH,CAH,1,Religious Affiliation,not_for_profit,2023,2023-12-31,29673662.0,11016569.13,13774106.0,4882986.87,days_share,167.0,62.0,37.0,Providence,keyword,0.5242,7220386.37,6553719.63,0.3712574851732153,0.4641862537896401,0.8354437389628554
