facility_id,facility_name,street_address,city,state_code,zip_code,county,facility_type,provider_type,ownership_type,ownership_group,fiscal_year,source_fy_end_date,total_revenue,medicare_revenue,medicaid_revenue,other_revenue,medicare_method,total_days,medicare_days,medicaid_days,chain_name,chain_confidence,federal_medicaid_share,federal_medicaid_revenue,state_medicaid_revenue,medicare_dependency,medicaid_dependency,public_dependency
150168,LUTHERAN MUSCULOSKELETAL CENTER,7952 W. JEFFERSON BLVD,FORT WAYNE,IN,46804,,STH,1,Government City,government,2023,2023-12-31,196042392.0,49509366.81,8631262.0,137901763.19,anchor_plus_days_share,3734.0,943.0,323.0,Unmapped / Independent,low,0.6474,5587879.02,3043382.98,0.25254418855489175,0.044027528494959396,0.29657171704985114
150169,COMMUNITY HOSPITAL OF INDIANA  INC.,7150 CLEARVISTA DRIVE,INDIANAPOLIS,IN,46256,MARION,STH,1,Government State,government,2023,2023-12-31,581867608.0,145731358.01,108488980.0,327647269.99,anchor_plus_days_share,63257.0,15843.0,1809.0,Unmapped / Independent,low,0.6474,70235765.65,38253214.35,0.25045449515725576,0.18644959524882163,0.43690409040607736
150172,PHYSICIANS MEDICAL CENTER,4023 REES LANE,NEW ALBANY,IN,47150,FLOYD,STH,1,Government City,government,2023,2023-12-31,59323267.0,13220135.66,3329475.0,42773656.34,anchor_plus_days_share,709.0,158.0,3.0,Unmapped / Independent,low,0.6474,2155502.11,1173972.89,0.22284908314304402,0.05612426908315754,0.27897335222620157
150173,IU HEALTH ARNETT HOSPITAL,6165 MCCARTY LANE,LAFAYETTE,IN,47905,TIPPECANOE,STH,1,Government State,government,2023,2023-12-31,446187958.0,158348808.01,61766823.0,226072326.99,anchor_plus_days_share,37107.0,13169.0,960.0,Unmapped / Independent,low,0.6474,39987841.21,21778981.79,0.3548926078592197,0.13843229493880693,0.49332490279802665
150177,UNITY PHYSICIANS HOSPITAL,4455 EDISON LAKES PARKWAY,MISHAWAKA,IN,46545,ST. JOSEPH,STH,1,Nonprofit Church,not_for_profit,2023,2023-12-31,66215201.0,18017741.77,447572.0,47749887.23,days_share,441.0,120.0,4.0,Unmapped / Independent,low,0.6474,289758.11,157813.89,0.2721088435569349,0.006759354245560623,0.2788681978024955
150179,FAIRBANKS,8102 CLEARVISTA,INDIANAPOLIS,IN,46256,MARION,STH,1,Government State,government,2023,2023-12-31,22896485.0,1004367.34,11338642.0,10553475.66,anchor_plus_days_share,7409.0,325.0,25.0,Unmapped / Independent,low,0.6474,7340636.83,3998005.17,0.04386556888535511,0.49521321722526407,0.5390787861106191
150183,MONROE HOSPITAL,4011 S. MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,MONROE,STH,1,Government City,government,2023,2023-12-31,31430865.0,11991900.56,607952.0,18831012.44,anchor_plus_days_share,3693.0,1409.0,131.0,Unmapped / Independent,low,0.6474,393588.12,214363.88,0.3815326291529043,0.01934251570868317,0.4008751448615875
150191,FRANCISCAN BEACON HOSPITAL,1010 W. STATE ROAD 2,LAPORTE,IN,46350,LA PORTE,STH,1,Government State,government,2023,2023-12-31,8843615.0,5895743.33,6491.0,2941380.67,days_share,15.0,10.0,1.0,Unmapped / Independent,low,0.6474,4202.27,2288.73,0.6666666662897469,0.0007339758684655539,0.6674006421582125
150193,FRANCISCAN HEALTH ORTHOPEDIC CARMEL,10777 ILLINOIS ST,CARMEL,IN,46032,,STH,1,Government Federal,government,2023,2023-12-31,24023917.0,9592883.52,213617.0,14217416.48,days_share,576.0,230.0,12.0,Unmapped / Independent,low,0.6474,138295.65,75321.35,0.399305555376336,0.00889184723706796,0.4081974026134039
151300,COMMUNITY HOSPITAL OF BREMEN  INC.,1020 HIGH RD,BREMEN,IN,46506-,MARSHALL,CAH,1,Tribal,government,2023,2023-12-31,26252395.0,8020079.94,757465.0,17474850.06,days_share,982.0,300.0,136.0,Unmapped / Independent,low,0.6474,490382.84,267082.16,0.3054989817119543,0.028853177014897115,0.3343521587268514
151302,IU HEALTH BLACKFORD HOSPITAL,410 PILGRIM STREET,HARTFORD CITY,IN,47348,BLACKFORD,CAH,1,Government State,government,2023,2023-10-01,14960800.0,7025616.77,2370576.0,5564607.23,days_share,477.0,224.0,0.0,Unmapped / Independent,low,0.6474,1534710.9,835865.1,0.4696016770493556,0.15845248917170204,0.6280541662210577
151304,RUSH MEMORIAL HOSPITAL,1300 NORTH MAIN STREET,RUSHVILLE,IN,46173-,RUSH,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,50383030.0,24914007.49,1253378.0,24215644.51,days_share,817.0,404.0,21.0,Unmapped / Independent,low,0.6474,811436.92,441941.08,0.4944920440473707,0.024876987350701218,0.5193690313980719
151305,PULASKI MEMORIAL HOSPITAL,616 EAST 13TH,WINAMAC,IN,46996-,PULASKI,CAH,1,Government State,government,2023,2023-09-30,37817192.0,16288303.67,811738.0,20717150.33,days_share,801.0,345.0,6.0,Unmapped / Independent,low,0.6474,525519.18,286218.82,0.43071161047599726,0.02146478776107967,0.452176398237077
151306,IU HEALTH PAOLI HOSPITAL,642 WEST HOSPITAL ROAD,PAOLI,IN,47454,ORANGE,CAH,1,Government State,government,2023,2023-12-31,32885891.0,13591447.36,6729556.0,12564887.64,days_share,1580.0,653.0,42.0,Unmapped / Independent,low,0.6474,4356714.55,2372841.45,0.41329113935213124,0.20463353113953944,0.6179246704916707
151310,PARKVIEW WABASH HOSPITAL  INC.,10 JOHN KISSINGER DR,WABASH,IN,46992,WABASH,CAH,1,Government State,government,2023,2023-12-31,67792704.0,22856059.15,1468022.0,43468622.85,days_share,3322.0,1120.0,79.0,Unmapped / Independent,low,0.6474,950397.44,517624.56,0.3371462974835758,0.021654572149828983,0.3588008696334048
151311,IU HEALTH TIPTON HOSPITAL,1000 SOUTH MAIN STREET,TIPTON,IN,46072,TIPTON,CAH,1,Government State,government,2023,2023-12-31,41423081.0,22158350.44,4737285.0,14527445.56,days_share,1589.0,850.0,8.0,Unmapped / Independent,low,0.6474,3066918.31,1670366.69,0.5349276274258788,0.11436341492802045,0.6492910423538993
151312,IU HEALTH WHITE HOSPITAL,720 SOUTH SIXTH STREET,MONTICELLO,IN,47960,WHITE,CAH,1,Government State,government,2023,2023-12-31,48452689.0,23593665.21,5336047.0,19522976.79,days_share,1838.0,895.0,18.0,Unmapped / Independent,low,0.6474,3454556.83,1881490.17,0.48694232862906744,0.11012901678171051,0.5970713454107779
151313,WOODLAWN HOSPITAL,1400 EAST 9TH STREET,ROCHESTER,IN,46975-,FULTON,CAH,1,Individual,for_profit,2023,2023-12-31,58656635.0,19353510.33,129519.0,39173605.67,days_share,1476.0,487.0,47.0,Unmapped / Independent,low,0.6474,83850.6,45668.4,0.32994579948201935,0.0022080877977401873,0.33215388727975953
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL,416 E MAUMEE STREET,ANGOLA,IN,47803-,STEUBEN,CAH,1,Government State,government,2023,2023-09-30,97429274.0,28571634.6,11508553.0,57349086.4,days_share,3069.0,900.0,78.0,Unmapped / Independent,low,0.6474,7450637.21,4057915.79,0.2932551319226704,0.11812212621023944,0.4113772581329098
151316,IU HEALTH FRANKFORT HOSPITAL,1300 SOUTH JACKSON STREET,FRANKFORT,IN,46041,CLINTON,CAH,1,Government State,government,2023,2023-12-31,25190246.0,9067026.14,4203588.0,11919631.86,days_share,689.0,248.0,67.0,Unmapped / Independent,low,0.6474,2721402.87,1482185.13,0.35994194498934234,0.1668736383122261,0.5268155833015684
151317,GREENE COUNTY GENERAL HOSPITAL,R.R 1,LINTON,IN,47441-9457,GREENE,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,57681590.0,30763514.67,3021105.0,23896970.33,days_share,1515.0,808.0,31.0,Unmapped / Independent,low,0.6474,1955863.38,1065241.62,0.5333333333911219,0.052375549980505046,0.585708883371627
151318,DUKES MEMORIAL HOSPITAL,275 WEST 12TH STREET,PERU,IN,46970,MIAMI,CAH,1,Government City,government,2023,2023-12-31,39930716.0,17515685.32,6243535.0,16171495.68,days_share,1899.0,833.0,71.0,Unmapped / Independent,low,0.6474,4042064.56,2201470.44,0.438651921994086,0.156359204778597,0.595011126772683
151319,DEACONESS GIBSON,1800 SHERMAN DRIVE,PRINCETON,IN,47670-,GIBSON,CAH,1,Government State,government,2023,2023-09-30,50726456.0,21375299.07,5360359.0,23990797.93,days_share,477.0,201.0,6.0,Unmapped / Independent,low,0.6474,3470296.42,1890062.58,0.42138364781486015,0.10567186085304284,0.527055508667903
151320,IU HEALTH JAY HOSPITAL,500 W. VOTAW,PORTLAND,IN,47371,JAY,CAH,1,Government State,government,2023,2023-12-31,36226965.0,16302134.25,4873357.0,15051473.75,days_share,880.0,396.0,9.0,Unmapped / Independent,low,0.6474,3155011.32,1718345.68,0.45,0.13452291683832748,0.5845229168383275
151322,PERRY COUNTY HOSPITAL,8885 SR 237,TELL CITY,IN,47586,PERRY,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,48867532.0,22335160.33,4955463.0,21576908.67,days_share,2282.0,1043.0,9.0,Unmapped / Independent,low,0.6474,3208166.75,1747296.25,0.45705521469756233,0.10140604195030761,0.5584612566478699
151323,PARKVIEW LAGRANGE HOSPITAL,207 NORTH TOWNLINE ROAD,LAGRANGE,IN,46761-1325,LAGRANGE,CAH,1,Government State,government,2023,2023-12-31,41667238.0,11930705.78,730364.0,29006168.22,days_share,2078.0,595.0,25.0,Unmapped / Independent,low,0.6474,472837.65,257526.35,0.28633301252173227,0.01752849564926766,0.30386150817099994
151324,FRANCISCAN HEALTH RENSSELAER,1104 EAST GRACE STREET,RENSSELAER,IN,47978,JASPER,CAH,1,Government Federal,government,2023,2023-12-31,37493028.0,22143533.32,5085724.0,10263770.68,days_share,894.0,528.0,8.0,Unmapped / Independent,low,0.6474,3292497.72,1793226.28,0.5906040269673605,0.13564452569688423,0.7262485526642447
151326,UNION HOSPITAL CLINTON,801 SOUTH MAIN STREET,CLINTON,IN,47842-,VERMILLION,CAH,1,Government State,government,2023,2023-12-31,29952767.0,10421478.62,1608059.0,17923229.38,days_share,1667.0,580.0,22.0,Unmapped / Independent,low,0.6474,1041057.4,567001.6,0.3479304139080039,0.05368649246996112,0.401616906377965
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 NORTH SECTION STREET,SULLIVAN,IN,47882,SULLIVAN,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,52165776.0,21746420.95,10553187.0,19866168.05,days_share,1221.0,509.0,104.0,Unmapped / Independent,low,0.6474,6832133.26,3721053.74,0.416871416807832,0.20230096835902528,0.6191723851668572
151328,INDIANA UNIVERSITY HEALTH BEDFORD,2900 WEST SIXTEENTH STREET,BEDFORD,IN,47421-,LAWRENCE,CAH,1,Government State,government,2023,2023-12-31,98714928.0,40651747.49,13591119.0,44472061.51,days_share,5250.0,2162.0,111.0,Unmapped / Independent,low,0.6474,8798890.44,4792228.56,0.4118095237834748,0.1376804833408783,0.5494900071243531
151329,MARGARET MARY COMMUNITY HOSPITAL,321 MITCHELL,BATESVILLE,IN,47006-,RIPLEY,CAH,1,Government State,government,2023,2023-12-31,127910974.0,49051042.1,7123558.0,71736373.9,days_share,3111.0,1193.0,83.0,Unmapped / Independent,low,0.6474,4611791.45,2511766.55,0.3834779813341113,0.05569153120513334,0.4391695125392447
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVENEUE,DECATUR,IN,46733,ADAMS,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,80738416.0,38843224.19,6893149.0,35002042.81,days_share,1746.0,840.0,238.0,Unmapped / Independent,low,0.6474,4462624.66,2430524.34,0.48109965632716895,0.08537632197292551,0.5664759783000944
151331,HARRISON COUNTY HOSPITAL,1141 ATWOOD STREET,CORYDON,IN,47112-,HARRISON,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,55000700.0,14928761.43,9133834.0,30938104.57,days_share,2520.0,684.0,75.0,Unmapped / Independent,low,0.6474,5913244.13,3220589.87,0.27142857145454513,0.16606759550332995,0.4374961669578751
151332,DECATUR CO. MEMORIAL HOSPITAL,720 NORTH LINCOLN STREET,GREENSBURG,IN,47240-1398,DECATUR,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,81582385.0,32800866.64,6229339.0,42552179.36,days_share,2818.0,1133.0,27.0,Unmapped / Independent,low,0.6474,4032874.07,2196464.93,0.40205819724441744,0.07635642179374874,0.4784146190381662
151333,PUTNAM COUNTY HOSPITAL,1542 SOUTH BLOOMINGTON ST,GREENCASTLE,IN,46135-,PUTNAM,CAH,1,For-profit Corporation,for_profit,2023,2023-12-31,53888941.0,27714312.51,6278819.0,19895809.49,days_share,805.0,414.0,9.0,Unmapped / Independent,low,0.6474,4064907.42,2213911.58,0.5142857142061856,0.11651405434001756,0.6307997685462033
151334,SCOTT MEMORIAL HOSPITAL,1451 NORTH GARDNER,SCOTTSBURG,IN,47170-,SCOTT,CAH,1,Government State,government,2023,2023-12-31,18706235.0,7675531.31,1267314.0,9763389.69,days_share,814.0,334.0,14.0,Unmapped / Independent,low,0.6474,820459.08,446854.92,0.4103194100790458,0.06774821336308455,0.47806762344213033
152014,SSH - EVANSVILLE  LLC.,400 SE 4TH STREET,EVANSVILLE,IN,47713,VANDERBURGH,LTCH,2,Government City,government,2023,2023-12-31,25311997.0,10056192.82,0.0,15255804.18,days_share,12618.0,5013.0,268.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.39728958643602874,0.0,0.39728958643602874
152028,VIBRA HOSPITAL OF NORTHWEST INDIANA,9509 GEORGIA STREET,CROWN POINT,IN,46307-6518,LAKE,LTCH,2,Nonprofit Church,not_for_profit,2023,2023-10-31,14013086.0,8207932.82,0.0,5805153.18,days_share,8958.0,5247.0,65.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.5857334223168259,0.0,0.5857334223168259
153028,REHABILITATION HOSPITAL OF INDIANA,4141 SHORE DRIVE,INDIANAPOLIS,IN,46254,MARION,RH,5,Government City,government,2023,2023-12-31,44513410.0,12377060.95,0.0,32136349.05,days_share,18813.0,5231.0,751.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.27805241049831947,0.0,0.27805241049831947
153030,REHABILITATION HOSPITAL OF FT WAYNE,7970 WEST JEFFERSON BOULEVARD,FORT WAYNE,IN,46804-,ALLEN,RH,5,Government City,government,2023,2023-09-30,20305720.0,7701182.23,0.0,12604537.77,days_share,12055.0,4572.0,152.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.3792617168955349,0.0,0.3792617168955349
153042,LAFAYETTE REGIONAL REHABILITATION HO,950 PARK EAST BLVD,LAFAYETTE,IN,47905,TIPPECANOE,RH,5,Government City,government,2023,2023-12-31,15791320.0,7870546.58,0.0,7920773.42,days_share,9432.0,4701.0,42.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.4984096693626625,0.0,0.4984096693626625
153043,COMMUNITY REHABILITATION HOSPITAL NO,7343 CLEARVISTA DRIVE,INDIANAPOLIS,IN,46256,MARION,RH,5,Nonprofit Corporation,not_for_profit,2023,2023-12-31,41876562.0,16308711.33,0.0,25567850.67,days_share,19900.0,7750.0,544.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.389447236141305,0.0,0.389447236141305
153044,COMMUNITY REHABILITATION HOSPITAL SO,607 GREENWOOD SPRINGS DRIVE,GREENWOOD,IN,46143,JOHNSON,RH,5,Nonprofit Corporation,not_for_profit,2023,2023-12-31,26218189.0,10657393.62,0.0,15560795.38,days_share,12576.0,5112.0,257.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.4064885496095859,0.0,0.4064885496095859
153046,PAM REHAB HOSP OF GREATER INDIANA,2101 BROADWAY STREET,CLARKSVILLE,IN,47129,,RH,5,Government City,government,2023,2023-12-31,30941145.0,24303162.34,0.0,6637982.66,days_share,14282.0,11218.0,0.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.7854642205387034,0.0,0.7854642205387034
153048,INDIANAPOLIS REHABILITATION HOSPITAL,1260 CITY CENTER DRIVE,CARMEL,IN,46032,,RH,5,Nonprofit Church,not_for_profit,2023,2023-12-31,19346461.0,10421460.93,0.0,8925000.07,days_share,10795.0,5815.0,29.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.5386753127613365,0.0,0.5386753127613365
153049,BLOOMINGTON REGIONAL REHABILITATION,3050 N LINTEL DRIVE,BLOOMINGTON,IN,47404,MONROE,RH,5,Government City,government,2023,2023-12-31,16945675.0,9126453.93,0.0,7819221.07,days_share,9813.0,5285.0,56.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.5385712832330373,0.0,0.5385712832330373
153050,COMMUNITY REHABILITATION HOSPITAL WE,8920 EAST 56TH STREET,BROWNSBURG,IN,46112,HENDRICKS,RH,5,Nonprofit Corporation,not_for_profit,2023,2023-12-31,4380115.0,2732841.19,0.0,1647273.81,days_share,2199.0,1372.0,66.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.6239199632886351,0.0,0.6239199632886351
154005,RIVER BEND HOSPITAL,2900 NORTH RIVER ROAD,WEST LAFAYETTE,IN,47906-,TIPPECANOE,PH,4,Government State,government,2023,2023-12-31,2554065.0,336131.76,0.0,2217933.24,days_share,2857.0,376.0,112.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.1316065800987837,0.0,0.1316065800987837
154041,BHC MEADOWS HOSPITAL,3600 NORTH PROW ROAD,BLOOMINGTON,IN,47404,MONROE,PH,4,Government City,government,2023,2023-12-31,16564020.0,412588.01,0.0,16151431.99,days_share,16701.0,416.0,2400.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.024908688229065168,0.0,0.024908688229065168
154051,WELLSTONE,2700 VISSING PARK ROAD,JEFFERSONVILLE,IN,47130,,PH,4,Government City,government,2023,2023-12-31,25828470.0,818316.04,0.0,25010153.96,days_share,21810.0,691.0,1885.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.0316827144619871,0.0,0.0316827144619871
154054,HARSHA BEHAVIORAL CENTER,1980 E WOODSMALL DR,TERRE HAUTE,IN,47802,VIGO,PH,4,Government City,government,2023,2023-12-31,17673235.0,2351888.74,0.0,15321346.26,days_share,16081.0,2140.0,2754.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.1330763009714973,0.0,0.1330763009714973
154055,BRENTWOOD SPRINGS,4488 ROSLIN ROAD,NEWBURGH,IN,47630,,PH,4,Government City,government,2023,2023-12-31,19192506.0,1171895.77,0.0,18020610.23,days_share,14150.0,864.0,882.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.061060070529611925,0.0,0.061060070529611925
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,5602 CAITO DRIVE,INDIANAPOLIS,IN,46226,MARION,PH,4,Government City,government,2023,2023-12-31,28985618.0,1807791.77,0.0,27177826.23,days_share,25205.0,1572.0,3498.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.0623685777546644,0.0,0.0623685777546644
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 SOUTH WHITLOCK STREET,BREMEN,IN,46506-1626,MARSHALL,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,11214716.0,3541201.64,0.0,7673514.36,days_share,12313.0,3888.0,746.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.3157638267433611,0.0,0.3157638267433611
154059,SYCAMORE SPRINGS,833 PARK EAST BOULEVARD,LAFAYETTE,IN,47905,TIPPECANOE,PH,4,Government City,government,2023,2023-12-31,21027581.0,1305123.35,0.0,19722457.65,days_share,15741.0,977.0,1511.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.062067213056984545,0.0,0.062067213056984545
154060,PARK CENTER  INC.,1909 CAREW STREET,FORT WAYNE,IN,46805,,PH,4,Government State,government,2023,2023-12-31,34601899.0,1792130.23,0.0,32809768.77,days_share,4016.0,208.0,236.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.05179282876931118,0.0,0.05179282876931118
154061,RIVERCREST SPECIALTY HOSPITAL  LLC,1625 E. JEFFERSON BLVD,MISHAWAKA,IN,46545-7103,ST. JOSEPH,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,14304857.0,3523081.92,0.0,10781775.08,days_share,15750.0,3879.0,424.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.24628571400608898,0.0,0.24628571400608898
154063,NEUROPSYCHIATRIC HOSPITAL OF INDIANA,6720 PARKDALE PL,INDIANAPOLIS,IN,46254-4668,MARION,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,13878345.0,3882310.55,0.0,9996034.45,days_share,15922.0,4454.0,1898.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.2797387260512691,0.0,0.2797387260512691
154064,ASSURANCE HEALTH INDIANAPOLIS,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,MARION,PH,4,Government City,government,2023,2023-12-31,13444281.0,7865424.76,0.0,5578856.24,days_share,13047.0,7633.0,81.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.5850387060490628,0.0,0.5850387060490628
154065,NEUROBEHAVIORAL HOSPITAL LLC,9330 BROADWAY,CROWN POINT,IN,46307,LAKE,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,19287299.0,5139373.29,0.0,14147925.71,days_share,21395.0,5701.0,1285.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.2664641269884394,0.0,0.2664641269884394
154066,BRIGHTWELL BEHAVIORAL HEALTH,612 BLACKISTON VIEW DRIVE,CLARKSVILLE,IN,47129,CLARK,PH,4,Government City,government,2023,2023-12-31,5426187.0,4468068.07,0.0,958118.93,days_share,6309.0,5195.0,21.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.8234268501988597,0.0,0.8234268501988597
154067,HENDRICKS BEHAVIORAL HOSPITAL,1051 SOUTHFIELD DR,PLAINFIELD,IN,46168,HENDRICKS,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,35912314.0,1198314.33,0.0,34713999.67,days_share,27092.0,904.0,2486.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.03336778381922145,0.0,0.03336778381922145
154068,MEDICAL BEHAVIORAL HOSPITAL OF INDIA,1167 WILSON DRIVE,GREENWOOD,IN,46143,JOHNSON,PH,4,Nonprofit Corporation,not_for_profit,2023,2023-12-31,15559044.0,5186646.03,0.0,10372397.97,days_share,17402.0,5801.0,1720.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.3333524881091666,0.0,0.3333524881091666
154070,MAPLE HEIGHTS BEHAVIORAL HEALTH,3955 W WASHINGTON CTR ROAD,FT WAYNE,IN,46818,ALLEN,PH,4,Government City,government,2023,2023-12-31,5912406.0,301425.13,0.0,5610980.87,days_share,5551.0,283.0,352.0,Unmapped / Independent,low,0.6474,0.0,0.0,0.0509818050384226,0.0,0.0509818050384226
160001,UNITYPOINT HEALTH-MARSHALLTOWN,3 SOUTH 4TH AVENUE,MARSHALLTOWN,IA,50158,MARSHALL,STH,1,Government State,government,2023,2023-12-31,72005880.0,34948771.93,5772818.0,31284290.07,days_share,2903.0,1409.0,314.0,Unmapped / Independent,low,0.627,3619556.89,2153261.11,0.4853599724078089,0.0801714804402085,0.5655314528480174
160013,TRINITY MUSCATINE,1518 MULBERRY,MUSCATINE,IA,52761-,MUSCATINE,STH,1,Government State,government,2023,2023-12-31,63455326.0,24924484.39,0.0,38530841.61,days_share,2579.0,1013.0,8.0,Unmapped / Independent,low,0.627,0.0,0.0,0.39278790231098965,0.0,0.39278790231098965
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON ROAD,FORT DODGE,IA,50501,WEBSTER,STH,1,Government State,government,2023,2023-12-31,161239541.0,62853328.48,34954771.0,63431441.52,anchor_plus_days_share,10877.0,4240.0,131.0,Unmapped / Independent,low,0.627,21916641.42,13038129.58,0.3898133676775971,0.21678783493932174,0.6066012026169189
160045,ST. LUKES METHODIST HOSPITAL,1026 A AVENUE N.E.,CEDAR RAPIDS,IA,52402-3026,LINN,STH,1,Government State,government,2023,2023-12-31,419656181.0,114077751.32,45451280.0,260127149.68,anchor_plus_days_share,49482.0,13451.0,17533.0,Unmapped / Independent,low,0.627,28497952.56,16953327.44,0.27183622328203,0.10830599442546993,0.3801422177074999
160047,JENNIE EDMUNDSON MEMORIAL,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503-,POTTAWATTAMIE,STH,1,Government State,government,2023,2023-12-31,137290422.0,43329140.96,20541851.0,73419430.04,anchor_plus_days_share,23029.0,7268.0,114.0,Unmapped / Independent,low,0.627,12879740.58,7662110.42,0.31560206698177384,0.14962333643347678,0.46522540341525065
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,POLK,STH,1,Government Federal,government,2023,2023-12-31,1017608771.0,296599370.95,113253269.0,607756131.05,anchor_plus_days_share,144404.0,42089.0,38917.0,Unmapped / Independent,low,0.627,71009799.66,42243469.34,0.29146699537439424,0.11129352677326718,0.4027605221476614
160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,SCOTT,STH,1,Government State,government,2023,2023-12-31,94374311.0,21652189.45,10334890.0,62387231.55,anchor_plus_days_share,10330.0,2370.0,177.0,Unmapped / Independent,low,0.627,6479976.03,3854913.97,0.2294288479626622,0.10950956770428766,0.3389384156669499
160110,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,BLACK HAWK,STH,1,Government State,government,2023,2023-12-31,325383456.0,89698815.96,27081809.0,208602831.04,anchor_plus_days_share,39003.0,10752.0,9686.0,Unmapped / Independent,low,0.627,16980294.24,10101514.76,0.2756711022210053,0.08323044242298538,0.3589015446439907
160117,THE FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,STH,1,Government State,government,2023,2023-12-31,134846999.0,62698446.67,10406272.0,61742280.33,anchor_plus_days_share,12343.0,5739.0,1962.0,Unmapped / Independent,low,0.627,6524732.54,3881539.46,0.46495989628957185,0.0771709572861907,0.5421308535757625
160146,ST. LUKES REGL MEDICAL CENTER,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,WOODBURY,STH,1,Government State,government,2023,2023-12-31,209269672.0,57020616.08,30504085.0,121744970.92,anchor_plus_days_share,32348.0,8814.0,2369.0,Unmapped / Independent,low,0.627,19126061.3,11378023.7,0.27247434152809297,0.14576448038777448,0.4182388219158675
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVE,GRINNELL,IA,50112,POWESHIEK,STH,1,Government State,government,2023,2023-12-31,63823285.0,26836449.93,9639702.0,27347133.07,days_share,3496.0,1470.0,542.0,Unmapped / Independent,low,0.627,6044093.15,3595608.85,0.4204805492227484,0.15103738392657162,0.57151793314932
161306,JONES REGIONAL MEDICAL CTR,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,JONES,CAH,1,Government State,government,2023,2023-12-31,48887964.0,28183288.03,3814189.0,16890486.97,days_share,706.0,407.0,0.0,Unmapped / Independent,low,0.627,2391496.5,1422692.5,0.576487252158834,0.07801897824994307,0.6545062304087771
161316,PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON STREET,WEST UNION,IA,52175-1022,FAYETTE,CAH,1,Government State,government,2023,2023-09-30,27900267.0,16917304.75,4488686.0,6494276.25,days_share,315.0,191.0,26.0,Unmapped / Independent,low,0.627,2814406.12,1674279.88,0.6063492062638683,0.16088326323185365,0.767232469495722
