fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2015,TRIHEALTH INC,40907389.0,204540664.85999998,26528441.759999998,14378947.24,307894957.3,451072864.73,119736927.84,673079939.0,2,1,245448053.85999998,553343011.16,0.36466404603391395,0.4574418868543934,0.6701623961637638,0.8221059328883072
2015,SSM REGIONAL HEALTH SERVICES,33575143.0,211711001.54000002,18687063.740000002,14888079.26,93170863.06,234793271.16000003,36233113.4,374690121.0,3,2,245286144.54000002,338457007.6,0.6546373410789766,0.24866111444662295,0.6266332043486144,0.9032984555255996
2020,ARDENT HEALTH INC,49303060.0,195877203.38,32758093.599999998,16544966.4,301863262.76,446573019.62,117391268.86,664434795.0,3,2,245180263.38,547043526.14,0.3690057553051537,0.454315856170657,0.6721096230669257,0.8233216114758107
2014,AVANTI HOSPITALS LLC,171759240.0,73350649.01,85879620.0,85879620.0,21798535.68,190960822.64,8477208.31,275385633.0,4,1,245109889.01,266908424.69,0.8900605537762385,0.07915640130725338,0.6934305924376236,0.9692169550834919
2017,CHILDREN'S HEALTH SYSTEM OF TEXAS,0.0,245080840.34,0.0,0.0,911137169.28,1045931631.47,354331121.38,1510549131.0,2,1,245080840.34,1156218009.62,0.1622461893561541,0.6031827436667467,0.6924181478146175,0.7654289330229007
2019,STONE POINT HEALTH,36775091.0,208276714.74,19333905.83,17441185.17,113160464.6,255293975.95999998,39118764.66,397331035.0,3,2,245051805.74,358212270.34000003,0.6167446893243564,0.2848014744179246,0.6425221124748032,0.9015461637422811
2014,KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,19403932.0,225618815.64,9701966.0,9701966.0,245492295.25,384135592.85,21347156.11,511862199.0,1,1,245022747.64,490515042.89,0.47868888954622724,0.47960622161512656,0.7504668123578315,0.9582951111613538
2014,"ROYAL BLUE HEALTH, LLC",51373613.0,193463810.32,36475012.06,14898600.94,104077055.28999999,249012360.70999998,40474410.39,389388889.0,2,2,244837423.32,348914478.61,0.6287735224001216,0.2672830638729396,0.6394952905551446,0.8960565862730614
2019,AKRON GENERAL HEALTH SYSTEM,69451226.0,175283502.52,45039120.06,24412105.94,272747301.47,421241647.36,106068395.01,623550425.0,1,1,244734728.52,517482029.99,0.3924858659506166,0.4374101765226125,0.6755534604278395,0.829896042473229
2017,BON SECOURS HAMPTON ROADS HEALTH SYSTEM INC,36000467.0,208555519.38,18140635.33,17859831.67,190885733.72,332591619.63,74233340.89999999,509675061.0,3,1,244555986.38,435441720.1,0.4798272568019568,0.37452437509003406,0.6525561972317103,0.8543516318919909
2023,VANDALIA HEALTH INC,47170055.0,197152378.62,35009614.83,12160440.17,254384440.83,398195790.32,98927282.55,597634157.0,6,1,244322433.62,498706874.45000005,0.40881604700515806,0.4256524461502625,0.6662868674020584,0.8344684931554206
2016,COVENANT HEALTH SYSTEM,24443339.0,219348109.79,14624449.73,9818889.270000001,193007222.69,331981187.33000004,73399540.52,510198212.0,3,1,243791448.79,436798671.48,0.4778367368915828,0.37829850860002623,0.6506906130239438,0.8561352454916091
2023,HAWAII HEALTH SYSTEMS CORPORATION,67156801.0,176512184.95,40079178.83,27077622.169999998,296025312.52,443474614.99,25741331.53,565435630.0,7,1,243668985.95,539694298.47,0.4309402751114216,0.5235349468868808,0.784306102164096,0.9544752219983025
2023,Ernest Health,0.0,243432959.33,0.0,0.0,157068950.87,290957078.49,61082369.8,461584280.0,27,12,243432959.33,400501910.20000005,0.527385723209638,0.34028227926219673,0.6303444270025834,0.8676680024718347
2014,LOUISIANA CHILDREN'S MEDICAL CENTER,79807261.0,163617627.83,54133265.129999995,25673995.869999997,426509972.22,576355113.28,122574370.95,792509232.0,3,1,243424888.83,669934861.0500001,0.3071571648644214,0.5381766609123867,0.727253500663321,0.8453338257768082
2015,"ROYAL BLUE HEALTH, LLC",60402081.0,182938037.65,42919088.99,17482992.009999998,99662530.57,245580012.03,38757650.78,381760300.0,2,2,243340118.65,343002649.22,0.6374159875974532,0.2610604889245948,0.6432832644724975,0.8984764765220481
2022,"LIFESPAN OF MASSACHUSETTS, INC.",56297507.0,187023397.56,28148753.5,28148753.5,207194373.26999998,352280372.18,28253778.17,478769056.0,2,1,243320904.56,450515277.83,0.5082218692095255,0.43276475510146584,0.7358043878675401,0.9409866243109913
2018,ERIE COUNTY MEDICAL CENTER CORPORATION,119667715.0,123357999.19,59833857.5,59833857.5,303342514.83,460940200.63,26377609.98,572745839.0,1,1,243025714.19,546368229.02,0.42431685687026005,0.5296284916877414,0.8047901341977275,0.9539453485580015
2021,SARAH BUSH LINCOLN HEALTH SYSTEM,43050527.0,199922356.57,22308783.09,20741743.91,138950980.87,281196172.23,54036492.56,435960357.0,2,1,242972883.57,381923864.44,0.5573279305530984,0.31872389000268664,0.6450039956958747,0.8760518205557851
2017,YAKIMA VALLEY MEMORIAL HOSPITAL ASSOCIATION,67627475.0,175333685.68,33813737.5,33813737.5,174174380.15,321328513.52,67734481.17,484870022.0,1,1,242961160.68,417135540.83000004,0.5010851355128736,0.35921870242990606,0.6627106212806861,0.8603038379427798
2020,PHOEBE PUTNEY HEALTH SYSTEMS INC,70516824.0,172182425.45999998,46823171.14,23693652.86,339665836.7,487253788.69000006,132092269.83999999,714457356.0,3,1,242699249.45999998,582365086.16,0.3396973205213944,0.47541792921227893,0.6819914227183071,0.8151152497336733
2014,SINGING RIVER HEALTH SYSTEM,74387430.0,168242995.5,57203933.67,17183496.33,140102679.27,288426899.3,19345247.23,402078352.0,2,1,242630425.5,382733104.77,0.6034406585013062,0.3484462134633899,0.7173400355063135,0.951886871964696
2020,DIOCESASAN HEALTH MINISTRIES,0.0,242019857.47,0.0,0.0,193645646.3,326756567.9,75306640.23,510972144.0,3,1,242019857.47,435665503.77,0.47364589305283145,0.3789749569988301,0.6394801981612523,0.8526208500516614
2015,BAYLOR SCOTT & WHITE HEALTH,34183667.0,207582532.8,20452087.97,13731579.030000001,249479413.35,389287556.64,97019771.85,588265385.0,3,1,241766199.8,491245613.15,0.4109815161060344,0.42409330841385473,0.6617549945421317,0.835074824519889
2021,UNIVERSITY MEDICAL CENTER MANAGEMENT CORPORATION,163816888.0,77522315.1,111116995.13,52699892.87,322184276.57,487684215.88,125293885.33,688817365.0,1,1,241339203.1,563523479.67,0.3503674781776153,0.4677354157150205,0.7080022088002964,0.8181028938926358
2019,"BON SECOURS ST. FRANCIS HEALTH SYSTEM, INC.",25436691.0,215842878.62,17686131.25,7750559.75,248567655.15,386358756.64,96665199.23,586512424.0,1,1,241279569.62,489847224.77,0.41138015112191384,0.4238062911860841,0.6587392539872267,0.8351864423079979
2016,THOMAS JEFFERSON UNIVERSITY,48036995.0,193241914.8,26929539.4,21107455.6,120765298.47,263076097.86,46964282.730000004,409008491.0,3,1,241278909.8,362044208.27,0.5899117380426218,0.29526354862398196,0.6432044900016514,0.8851752866666036
2020,SAINT FRANCIS MEDICAL CENTER,30309975.0,210814423.44,19531747.89,10778227.11,185287959.04,323968373.18,72056428.52,498468786.0,1,1,241124398.44,426412357.48,0.4837301857452715,0.37171426625698484,0.6499271013130199,0.8554444520022564
2015,UNION HOSPITAL INC,24705694.0,216383788.04999998,15994466.3,8711227.7,123222103.16,260762457.09,47919706.79,412231292.0,2,1,241089482.04999998,364311585.21,0.5848403232086514,0.2989149672800676,0.6325634714067268,0.883755290488719
2019,AULTMAN HEALTH FOUNDATION,55876048.0,185064642.0,36235617.13,19640430.87,288602652.96,432295242.06,112234365.03999999,641777708.0,3,1,240940690.0,529543342.96,0.3754270162341008,0.4496925483114474,0.6735903049783087,0.8251195645455481
2014,AULTMAN HEALTH FOUNDATION,45135182.0,195624489.07,29270165.53,15865016.47,241511363.95000002,382956219.43,93921085.97999999,576192121.0,3,1,240759671.07,482271035.02,0.41784617021863096,0.41915075744327995,0.6646328637145665,0.8369969276619108
2016,"TENET FLORIDA, INC.",22644476.0,218018330.05,12957169.17,9687306.83,192140189.95999998,329033628.49,74721184.99000001,507524181.0,2,1,240662806.05,432802996.01,0.4741898318535487,0.37858332105756354,0.648311234829617,0.8527731529111122
2015,COUNTY OF SANTA CLARA,176378814.0,64263942.44,88189407.0,88189407.0,230261719.36,397890998.2,20022758.2,490927234.0,1,1,240642756.44,470904475.8,0.4901800914145252,0.46903431590841427,0.8104887458738946,0.9592144073229395
2017,PROSPECT CT INC,71414554.0,169197740.5,35707277.0,35707277.0,113766761.88,260386434.65000004,44242629.620000005,398621686.0,2,1,240612294.5,354379056.38,0.6036106487693698,0.28540033288605376,0.6532169317301016,0.8890109816554235
2020,"ST. JOSEPH'S HEALTH, INC.",73159886.0,167349844.97,36579943.0,36579943.0,211731310.1,358643639.33,82339953.93,534580995.0,1,1,240509730.97,452241041.07,0.4499032573539207,0.3960696547021841,0.6708873728853754,0.8459729120561048
2022,"ST. JOSEPH'S HEALTH, INC.",80332969.0,160156588.66,40166484.5,40166484.5,209456535.84,357792386.35,81455319.5,531401413.0,1,1,240489557.66,449946093.5,0.45255724161952876,0.39415878602490656,0.6732996518208355,0.8467160276444353
2019,PIH HEALTH INC,16857503.0,223627145.76,8428751.5,8428751.5,433607922.17,569245979.59,168625303.07,842717874.0,3,1,240484648.76,674092570.9300001,0.28536792226623636,0.5145350959649873,0.6754881997317171,0.7999030182312237
2023,"LIFESPAN OF MASSACHUSETTS, INC.",56040510.0,184421931.11,28020255.0,28020255.0,220990806.86,364453251.47,30135110.03,491588358.0,2,1,240462441.11,461453247.97,0.48915405988927024,0.44954442729093275,0.7413789312520701,0.938698487180203
2015,PORT CITY OPERATING COMPANY LLC,73632388.0,166495717.5,36816194.0,36816194.0,154408361.4,301205297.02000004,60047696.1,454584163.0,2,1,240128105.5,394536466.9,0.5282368481895398,0.33966946930353137,0.6625952277620372,0.8679063174930711
2014,MISSION HOSPITAL REGIONAL MEDICAL CENTER,76096639.0,163975990.62,38048319.5,38048319.5,198821533.95,346080808.04,77319485.43,516213649.0,1,1,240072629.62,438894163.57,0.4650644749224754,0.38515357804884387,0.6704216533414443,0.8502180529713192
2017,ELLIOT HEALTH SYSTEM,39294388.0,200711076.27,19647194.0,19647194.0,153690675.65,293552558.6,59768596.08,453464736.0,1,1,240005464.27,393696139.92,0.5292704045458565,0.3389253087366864,0.6473547671852482,0.868195713282543
2020,"HEALTH SERVICES NETWORK TEXAS , INC",79831744.0,160163927.46,47763332.43,32068411.57,484776085.34999996,632740053.45,188524033.19,913295790.0,4,1,239995671.46,724771756.81,0.26277978513401445,0.5307985547048235,0.6928095589381837,0.793578339838838
2020,"LIFESPAN OF MASSACHUSETTS, INC.",52509180.0,187479523.71,26254590.0,26254590.0,135331505.13,277827128.17,18454296.16,393774505.0,2,1,239988703.71,375320208.84000003,0.6094571910134202,0.34367767189498466,0.705548796690126,0.953134862908405
2018,"ROYAL BLUE HEALTH, LLC",60518590.0,179343089.36,43002232.89,17516357.11,115460867.25999999,259488508.91,44901448.38,400223995.0,2,2,239861679.36,355322546.62,0.5993185874824922,0.28849061701060674,0.6483581997875965,0.887809204493099
2017,"ST. VINCENT'S HEALTH SYSTEM, INC.",25888467.0,213656075.77999997,14813380.82,11075086.18,256969170.88,393896362.81,99932455.34,596446169.0,2,1,239544542.77999997,496513713.65999997,0.40161971897919924,0.43083380233765906,0.6604055542353563,0.8324535213168583
2018,FREEMAN-OAK HILL HEALTH SYSTEM,32880045.0,206377309.4,21187901.0,11692144.0,208067672.60000002,346235226.52,80915206.0,528240233.0,2,1,239257354.4,447325027.0,0.452932850345763,0.3938883477661953,0.6554503138726276,0.8468211981119583
2021,WELLMONT HEALTH SYSTEM,45561659.0,193647493.13,27776541.77,17785117.23,422905151.43,563582516.9,164463114.44,826577418.0,6,2,239209152.13,662114303.56,0.28939715375819763,0.511634049298453,0.6818266560725229,0.8010312030566505
2021,ST. JUDE HOSPITAL INC,43097537.0,195958438.05,21548768.5,21548768.5,382638157.88,522738451.56,148803728.07,770497861.0,1,1,239055975.05,621694132.9300001,0.3102616985071682,0.4966115770696474,0.67844244354106,0.8068732755768158
2016,FREEMAN-OAK HILL HEALTH SYSTEM,32269097.0,206713812.04,20794206.099999998,11474890.9,185097136.29000002,322991555.65999997,71982219.67,496062265.0,2,1,238982909.04,424080045.33000004,0.48175990374917954,0.3731328692981717,0.6511109158040875,0.8548927730473513
2014,"UHS OF DC, INC.",105929212.0,132932098.52,74150448.4,31778763.6,152690313.95,305249877.14,59379566.53,450931191.0,1,1,238861310.51999998,391551624.46999997,0.5297067829579347,0.3386111162800446,0.6769322753280111,0.8683178992379792
2021,UMASS MEMORIAL COMMUNITY HOSPITALS,62847324.0,175975295.9,31423662.0,31423662.0,157716839.6,301638745.35,61334326.5,457873786.0,3,1,238822619.9,396539459.5,0.5215905063846569,0.34445483542051913,0.6587814253030857,0.866045341805176
2022,COMMUNITY MEMORIAL HEALTH SYSTEM,86538553.0,152128921.92000002,43269276.5,43269276.5,216617296.38,365192118.18,84240059.7,539524831.0,2,1,238667474.92000002,455284771.3,0.4423660621470081,0.40149643525860257,0.6768773135114518,0.8438624974056106
2014,CONTRA COSTA COUNTY,161606195.0,76885952.06,80803097.5,80803097.5,194067735.66,357559655.54,16875455.28,449435338.0,1,1,238492147.06,432559882.72,0.5306484090042781,0.431803463705384,0.795575303738132,0.9624518727096623
2022,"UHS OF GEORGIA HOLDINGS, INC.",139245425.0,99097163.76,83310537.78,55934887.22,412609986.16999996,571547494.98,160459439.07,811412014.0,4,2,238342588.76,650952574.93,0.2937380574204808,0.5085085986538029,0.7043862860280499,0.8022466560742838
2023,ST JOSEPH HOSPITAL OF ORANGE,87378674.0,150939029.17,43689337.0,43689337.0,341213319.24,489763790.78,132694068.59,712225091.0,1,1,238317703.17,579531022.41,0.33461009192387464,0.47908073381817995,0.6876530986746716,0.8136908257420545
2019,PROHEALTH CARE INC,6739220.0,231548005.27,4089358.7,2649861.3,274086611.08,406492428.97999996,106589237.65,618963074.0,2,1,238287225.27,512373836.35,0.38497809526841015,0.4428157713976973,0.6567313076579427,0.8277938666661074
2021,ALLEGHENY HEALTH NETWORK,54415396.0,183434477.24,30505271.0,23910125.0,378292563.18,519993072.67,147113774.58,763256211.0,3,1,237849873.24,616142436.4200001,0.31162520502568175,0.4956298523720759,0.6812824647554686,0.8072550573977577
2022,"COMMUNITY HEALTH NETWORK, INC.",102586190.0,135237302.88,66414299.41,36171890.59,235712602.17,387032761.25,91666011.95,565202107.0,1,1,237823492.88,473536095.04999995,0.4207760196477824,0.4170412658599661,0.684768787052664,0.8378172855077484
2015,"BLESSING CORPORATE SERVICES, INC.",23995035.0,213786023.75,12434227.14,11560807.86,73476079.38,209054668.70000002,28574030.869999997,339831169.0,2,1,237781058.75,311257138.13,0.6997035011523619,0.2162134791702994,0.6151721436122889,0.9159169803226613
2017,PROHEALTH CARE INC,9046410.0,228600794.32,5489361.59,3557048.41,231475206.01,363990450.39,90018135.67,559140546.0,2,1,237647204.32,469122410.33,0.42502230614483105,0.413983939576437,0.650982034828145,0.839006245721268
2023,Piedmont Healthcare,53607696.0,183790251.20000002,35595510.15,18012185.85,420286958.51,561577368.68,163444928.29,821129834.0,4,1,237397947.20000002,657684905.71,0.28911134070425215,0.5118398347099882,0.6839081292959086,0.8009511754142403
2021,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,194808340.0,42521171.93,125339685.96,69468654.04,236734906.06,406227805.62,20585644.01,494650062.0,1,1,237329511.93,474064417.99,0.4797927467559885,0.47859067297559543,0.8212428074455593,0.9583834197315839
2015,TENNYSON HOLDINGS LLC,22370360.0,214270819.11,15675157.15,6695202.85,219671958.16,354298678.67,85427983.72999999,541741121.0,2,2,236641179.11,456313137.27,0.4368159808012802,0.4054924938216016,0.6539999733009006,0.8423084746228817
2020,TRUMAN MEDICAL CENTER INCORPORATED,127606956.0,109004468.15,82229922.45,45377033.55,416428173.26,572085847.74,161944289.59,814983887.0,2,1,236611424.15,653039597.41,0.2903265057435424,0.5109649158744656,0.7019597035787777,0.8012914216180079
2023,"NOV HOLDINGS, LLC",47386150.0,189222506.81,30488248.92,16897901.08,265012628.52999997,404624619.78,103060466.66,604681752.0,3,1,236608656.81,501621285.34,0.39129452150227945,0.43826794450711315,0.6691530188263395,0.8295624660093927
2022,ELLIOT HEALTH SYSTEM,32258430.0,204301699.76,16129215.0,16129215.0,305452449.53,442012206.9,118787063.71,660799643.0,1,1,236560129.76,542012579.29,0.35799070454400955,0.46224669272407576,0.668905032837616,0.8202373972680853
2017,COVENANT HEALTH SYSTEM,22756747.0,213493954.20000002,13615361.729999999,9141385.27,171358570.68,305847805.74,65399989.120000005,473009261.0,3,1,236250701.20000002,407609271.88,0.49946316209652397,0.3622731832305499,0.6466000371607946,0.8617363453270739
2019,ANMED HEALTH,8204342.0,228004809.43,5704478.99,2499863.01,251259451.61,382815353.3,97712008.96,585180612.0,1,1,236209151.43,487468603.04,0.40365170442454784,0.42937077281364205,0.6541832477867534,0.8330224772381899
2014,"ST. VINCENT'S HEALTH SYSTEM, INC.",24028513.0,212070035.98000002,13749115.129999999,10279397.870000001,203221859.06,337881763.6,79030722.96,518351131.0,2,1,236098548.98000002,439320408.04,0.45547995337546593,0.39205443358046804,0.6518395415635738,0.847534386955934
2017,FREEMAN-OAK HILL HEALTH SYSTEM,31744194.0,204235657.85,20455958.62,11288235.38,194919433.31,331057190.63,75802001.84,506701287.0,2,1,235979851.85,430899285.15999997,0.46571788527941904,0.3846831226027654,0.6533577062534677,0.8504010078821844
2014,COUNTY OF SANTA CLARA,170513845.0,65418998.5,85256922.5,85256922.5,167255095.18,331120928.1,14543921.32,417731860.0,1,1,235932843.5,403187938.68,0.5647949464520134,0.4003886492641476,0.7926638109432209,0.9651835957161611
2015,SALEM HEALTH HOSPITALS AND CLINICS,80822374.0,155082431.92000002,46674920.99,34147453.01,310894287.18,456806405.23,120903333.9,667702427.0,2,1,235904805.92000002,546799093.1,0.3533082948042063,0.46561802774456595,0.684146689839724,0.8189263225487722
2020,ALLEGHENY HEALTH NETWORK,49719871.0,186128161.47,27872959.689999998,21846911.310000002,354602019.27,494262411.33,137900785.26000002,728350837.0,3,1,235848032.47,590450051.74,0.32381102689664376,0.4868560606459494,0.6786048511536206,0.8106670875425932
2015,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,1298217.0,234514944.64,776723.23,521493.77,196884916.23999998,326841798.53999996,26847943.119999997,459546021.0,3,1,235813161.64,432698077.88,0.5131437350428065,0.4284335131692936,0.7112275672168207,0.9415772482121002
2016,NORMAN REGIONAL HOSPITAL AUTHORITY,52301191.0,183234054.5,34764601.66,17536589.34,130506013.5,270510636.73,11348349.0,377389608.0,1,1,235535245.5,366041259.0,0.6241169351435878,0.3458124196678993,0.7167940796345404,0.969929354811487
2015,FREEMAN-OAK HILL HEALTH SYSTEM,34250116.0,201275957.35,22070774.75,12179341.25,181965518.39,318354881.94,70764368.26,488255960.0,2,1,235526073.35,417491591.74,0.48238238269533873,0.3726846844634523,0.6520245691214911,0.8550670671587911
2020,YAKIMA VALLEY MEMORIAL HOSPITAL ASSOCIATION,61285544.0,174165198.36,30642772.0,30642772.0,175188527.74,316943544.84,68128871.9,478768142.0,1,1,235450742.36,410639270.1,0.49178448126567287,0.3659151734870446,0.6619979840680377,0.8576996547527175
